type	review
0	FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
1	I dont want to hear philosophy. Just say what happen
1	You got job in wipro:)you will get every thing in life in 2 or 3 years.
1	Then cant get da laptop? My matric card wif ü lei... 
1	Dunno da next show aft 6 is 850. Toa payoh got 650.
0	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate 
1	I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
1	They did't play one day last year know even though they have very good team.. Like india.
1	K.:)you are the only girl waiting in reception ah?
1	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
1	I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
1	Sir, i am waiting for your call.
1	What's up. Do you want me to come online?
1	It could work, we'll reach a consensus at the next meeting
1	Aiyah then i wait lor. Then u entertain me. Hee...
1	The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
1	I'll let you know when it kicks in
1	You call him now ok i said call him
1	Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
1	Or ü go buy wif him then i meet ü later can?
1	Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
1	Today my system sh get ready.all is well and i am also in the deep well
1	Mom wants to know where you at
1	Aight, I'll text you when I'm back
1	Dont know supports ass and srt i thnk. I think ps3 can play through usb too
1	Oh ok i didnt know what you meant. Yep i am baby jontin
0	You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
0	Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
0	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1	Watching tv now. I got new job :)
1	This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
1	I AM AT A PARTY WITH ALEX NICHOLS
0	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
1	Just seeing your missed call my dear brother. Do have a gr8 day.
1	Ok.. Ü finishing soon?
1	Sorry, I can't help you on this.
1	Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(
1	I love your ass! Do you enjoy doggy style? :)
1	I think asking for a gym is the excuse for lazy people. I jog.
0	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
0	Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
1	No. On the way home. So if not for the long dry spell the season would have been over
1	I gotta collect da car at 6 lei.
1	Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
1	Probably earlier than that if the station's where I think it is
0	CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
1	Good Morning plz call me sir
0	FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)
1	Uh, heads up we don't have THAT much left
1	I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
1	Aight, sounds good. When do you want me to come down?
1	Wat would u like 4 ur birthday?
1	I love working from home :)
1	And miss vday the parachute and double coins??? U must not know me very well...
1	Sorry, I'll call later
1	My sister got placed in birla soft da:-)
0	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
1	Wah... Okie okie... Muz make use of e unlimited... Haha... 
1	There're some people by mu, I'm at the table by lambda
1	And stop being an old man. You get to build snowman snow angels and snowball fights.
1	ELLO BABE U OK?
1	Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
1	Then u going ikea str aft dat?
1	Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
1	Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
1	For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
1	You want to go? 
0	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
1	Its not that time of the month nor mid of the time?
1	Fffff. Can you text kadeem or are you too far gone
1	We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
1	Is fujitsu s series lifebook good?
1	Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
1	Dont know you bring some food
1	No current and food here. I am alone also
1	I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
1	Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
1	Ok
1	We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
1	Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!
1	Omg it could snow here tonite!
0	Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
0	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
1	Carry on not disturbing both of you
1	What pa tell me.. I went to bath:-)
1	Jus finished avatar nigro
1	R u over scratching it?
1	Hope you are having a great day.
1	Did either of you have any idea's? Do you know of anyplaces doing something?
1	My planning usually stops at "find hella weed, smoke hella weed"
1	The fact that you're cleaning shows you know why i'm upset. Your priority is constantly "what i want to do," not "what i need to do."
1	Excellent! Are you ready to moan and scream in ecstasy?
0	More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
1	Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
0	WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
1	K...k:)why cant you come here and search job:)
1	I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
1	Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu
1	Can ü call me at 10:10 to make sure dat i've woken up...
1	Hey we can go jazz power yoga hip hop kb and yogasana 
1	The battery is for mr adewale my uncle. Aka Egbon
1	I cant pick the phone right now. Pls send a message
1	Wait 2 min..stand at bus stop
1	Oh ic. I thought you meant mary jane.
1	Haha... Really oh no... How? Then will they deduct your lesson tmr?
1	Nah im goin 2 the wrks with j wot bout u?
1	Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
1	Good night. Am going to sleep.
1	Aight I'll grab something to eat too, text me when you're back at mu
1	K...k:)why cant you come here and search job:)
1	Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
1	Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite
1	Howz that persons story
0	Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
1	LOL that would be awesome payback.
0	it to 80488. Your 500 free text messages are valid until 31 December 2005.
1	Yes :)it completely in out of form:)clark also utter waste.
1	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
1	Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
1	What's a feathery bowa? Is that something guys have that I don't know about?
1	Even i cant close my eyes you are in me our vava playing umma :-D
1	2 laptop... I noe infra but too slow lar... I wan fast one
0	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
1	Nvm it's ok...
1	Enjoy ur life. . Good night
1	Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
1	I had askd u a question some hours before. Its answer
1	Thats cool. Where should i cum? On you or in you? :)
1	Delhi and chennai still silent.
1	Lol alright i was thinkin that too haha
0	Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
1	No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
1	Shhhhh nobody is supposed to know!
1	Sorry, I'll call later
1	Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; 
1	Hey i will be late... i'm at amk. Need to drink tea or coffee
1	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0	Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
1	The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
1	S..antha num corrct dane
1	No calls..messages..missed calls
1	Sorry, I'll call later
1	The basket's gettin full so I might be by tonight
1	HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
1	No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
0	Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
1	Eh den sat u book e kb liao huh...
1	Have you been practising your curtsey?
1	Shall i come to get pickle
1	Lol boo I was hoping for a laugh
1	"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
1	Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love
1	LMAO where's your fish memory when I need it?
1	But i'll b going 2 sch on mon. My sis need 2 take smth.
1	Idea will soon get converted to live:)
0	TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
1	S....s...india going to draw the series after many years in south african soil..
1	Goodmorning, today i am late for  &lt;DECIMAL&gt; min.
1	Can't take any major roles in community outreach. You rock mel
1	Shopping lor. Them raining mah hard 2 leave orchard.
1	Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
1	See the forwarding message for proof
1	I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.
1	Dunno lei... I thk mum lazy to go out... I neva ask her yet...
1	Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.
1	Beautiful Truth against Gravity.. Read carefully: "Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.." GOODMORNING
0	Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
1	Ambrith..madurai..met u in arun dha marrge..remembr?
1	Just re read it and I have no s1e but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
1	Princess, is your kitty shaved or natural?
1	Better than bb. If he wont use it, his wife will or them doctor
1	Ya it came a while ago
1	From tomorrow onwards eve 6 to 3 work.
1	Anything lor but toa payoh got place 2 walk meh...
1	I don't have anybody's number, I still haven't thought up a tactful way to ask alex
0	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription
1	Is there any movie theatre i can go to and watch unlimited movies and just pay once?
1	U having lunch alone? I now so bored...
1	Yes obviously, but you are the eggs-pert and the potato head… Speak soon! 
1	Nah man, my car is meant to be crammed full of people
1	No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
1	Kallis is ready for bat in 2nd innings
1	Thanx but my birthday is over already.
1	Ugh y can't u just apologize, admit u were wrong and ask me to take u back?
1	I noe la... U wana pei bf oso rite... K lor, other days den...
1	Yes, i'm small kid.. And boost is the secret of my energy..
1	IM GONNA MISS U SO MUCH
1	Is avatar supposed to have subtoitles
1	Simply sitting and watching match in office..
1	You can jot down things you want to remember later.
1	Oh sorry please its over
1	Hey are we going for the lo lesson or gym? 
1	Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.
1	You always make things bigger than they are
1	Ü dun wan to watch infernal affair?
1	Me not waking up until 4 in the afternoon, sup
0	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
1	I can send you a pic if you like :)
1	Okay... I booked all already... Including the one at bugis.
1	Aight fuck it, I'll get it later
1	No de. But call me after some time. Ill tell you k
1	So dont use hook up any how
1	How much is blackberry bold2 in nigeria.
1	Hi where you. You in home or calicut?
1	Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
0	Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!
1	Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...
1	Y so late but i need to go n get da laptop...
1	Sir, I am waiting for your mail.
1	.Please charge my mobile when you get up in morning.
1	Nothing, i got msg frm tht unknown no..
1	Ugh fuck it I'm resubbing to eve
1	He didn't see his shadow. We get an early spring yay
1	I did. One slice and one breadstick. Lol
1	Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...
1	Is there any training tomorrow?
0	URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm
1	Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
1	Cos daddy arranging time c wat time fetch ü mah...
1	Then. You are eldest know.
1	Who's there say hi to our drugdealer
1	Its hard to believe things like this. All can say lie but think twice before saying anything to me.
0	Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p 
0	Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
1	Good night my dear.. Sleepwell&amp;Take care
1	That is wondarfull song
0	FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop
1	Yar lor actually we quite fast... Cos da ge slow wat... Haha...
1	Must come later.. I normally bathe him in da afternoon mah..
1	Trust me. Even if isn't there, its there.
1	Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
0	85233 FREE>Ringtone!Reply REAL
1	I can take you at like noon
1	Where is it. Is there any opening for mca.
1	I'm aight. Wat's happening on your side.
1	I'm done oredi...
1	you are sweet as well, princess. Please tell me your likes and dislikes in bed...
1	How are you. Wish you a great semester
1	Moji i love you more than words. Have a rich day
1	Dude how do you like the buff wind.
1	"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
0	Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
1	No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.
1	S:-)kallis wont play in first two odi:-)
1	Then get some cash together and I'll text jason
1	Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me
0	Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16
0	PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1	Probably, want to pick up more?
1	I'm done...
1	Are you the cutest girl in the world or what
1	No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?
0	SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE
1	Oh Howda gud gud.. Mathe en samachara chikku:-)
1	I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
1	Audrie lousy autocorrect
1	Its a site to simulate the test. It just gives you very tough questions to test your readiness.
1	Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
1	I fetch yun or u fetch?
1	Thank you. I like you as well...
1	Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?
0	FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk
1	Lara said she can loan me  &lt;#&gt; .
1	Do we have any spare power supplies
1	Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
0	You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
1	Yeah, don't go to bed, I'll be back before midnight
0	Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
1	Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
1	It's that time of the week again, ryan
1	Wish u many many returns of the day.. Happy birthday vikky..
0	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
1	I hope you know I'm still mad at you.
1	Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at
1	In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
1	Do you know when the result.
0	+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
1	Beautiful Truth against Gravity.. Read carefully: "Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.." GOOD NIGHT
1	Sorry im getting up now, feel really bad- totally rejected that kinda me thing.
1	You do got a shitload of diamonds though
1	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
1	Well I'm going to be an aunty!
1	Mine here like all fr china then so noisy.
1	Later i guess. I needa do mcat study too.
1	S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
0	Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
1	Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.
1	If he started searching he will get job in few days.he have great potential and talent.
1	Carlos took a while (again), we leave in a minute
1	Well done and ! luv ya all 
1	Then why you came to hostel.
1	K still are you loving me.
1	But i juz remembered i gotta bathe my dog today..
1	After the drug she will be able to eat.
1	Alright took the morphine. Back in yo.
1	You see the requirements please
1	You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
0	FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
0	Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
1	So can collect ur laptop?
1	Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.
1	I will once i get home
1	Waaaat?? Lololo ok next time then!
1	The table's occupied, I'm waiting by the tree
1	I surely dont forgot to come:)i will always be in touch in with you:-)
1	Hi kindly give us back our documents which we submitted for loan from STAPATI
1	I dont have i shall buy one dear
1	Oh god i am happy to see your message after 3 days
1	What year. And how many miles.
1	Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
1	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
1	I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
0	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
1	No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
1	Is she replying. Has boye changed his phone number
1	1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)
1	hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
1	Nothing really, just making sure everybody's up to speed
1	I'm not coming home 4 dinner.
1	Thank you. And by the way, I just lost.
1	Yes.he have good crickiting mind
1	Thx. All will be well in a few months
0	Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
1	"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
1	I wont. So wat's wit the guys
1	Yavnt tried yet and never played original either
1	Hiya, had a good day? Have you spoken to since the weekend?
1	See? I thought it all through
1	I'm at work. Please call
1	get ready to moan and scream :)
1	Oh k :)why you got job then whats up?
1	I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday
1	And popping &lt;#&gt; ibuprofens was no help.
1	Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea
1	Ok.
1	PS U no ur a grown up now right?
1	Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...
1	I know a few people I can hit up and fuck to the yes
1	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
1	So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
1	Oh god. I'm gonna Google nearby cliffs now.
0	FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
1	Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
1	Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. 
1	Thankyou so much for the call. I appreciate your care.
1	Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
1	I called but no one pick up e phone. I ask both of them already they said ok.
1	Hi my email address has changed now it is 
1	V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy "VALENTINES DAY" in advance
1	Not much, just some textin'. How bout you?
1	Bring it if you got it
1	I'm in a movie. Call me 4 wat?
1	Not sure I have the stomach for it ...
1	Haha... can... But i'm having dinner with my cousin...
1	A boy was late 2 home. His father: "POWER OF FRNDSHIP"
1	(And my man carlos is definitely coming by mu tonight, no excuses)
1	soon you will have the real thing princess! Do i make you wet? :)
1	Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
1	Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?
0	URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM
1	Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
0	URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
1	Hmm well, night night 
1	Just wanted to say holy shit you guys weren't kidding about this bud
1	Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!
1	This is one of the days you have a billion classes, right?
1	Goodmorning, today i am late for 2hrs. Because of back pain.
1	Ok then i'll let him noe later n ask him call u tmr...
1	Prabha..i'm soryda..realy..frm heart i'm sory
1	OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
1	* Will have two more cartons off u and is very pleased with shelves
1	Nice talking to you! please dont forget my pix :) i want to see all of you...
0	You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
1	But really quite funny lor wat... Then u shd haf run shorter distance wat...
1	I notice you like looking in the shit mirror youre turning into a right freak
1	Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
0	Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120
1	I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...
1	Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
1	If you have belive me. Come to my home.
1	Oh k.k..where did you take test?
1	Those were my exact intentions
1	haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
